geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_activity_score_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,conversions,revenue_per_conversion,population,Channel3_reach,Channel3_frequency
Geo18,8/8/22,2443061,2639334,899069,1298098,4.359475,1.2144095,27161.992,30177.08,10736.893,15266.421,22169822,0.034546696,856852.25,668128,1.9428881
Geo18,8/15/22,1650217,1773540,672067,584790,4.6851964,-2.125595,18347.139,20277.941,8025.9814,6877.4854,19320310,0.035010148,856852.25,423554,1.380674
Geo18,8/22/22,2509945,1203618,901977,927571,-1.3072088,-0.82434726,27905.61,13761.683,10771.62,10908.798,17820922,0.03497042,856852.25,566459,1.63749
Geo18,8/29/22,2072625,1653425,523933,334280,1.0361439,0.9905367,23043.479,18904.594,6256.9307,3931.336,18741780,0.035431255,856852.25,276743,1.2079077
Geo18,9/5/22,1737020,1962383,551957,1172628,-4.854995,-2.2698636,19312.217,22437.096,6591.5996,13790.817,10323024,0.034988437,856852.25,639216,1.8344785
Geo18,9/12/22,2155517,558487,1720821,1431748,0.08207697,-0.4775595,23965.072,6385.515,20550.447,16838.227,17161530,0.035032578,856852.25,695754,2.0578365
Geo18,9/19/22,1569824,1401549,879943,878262,-5.7643723,1.5055196,17453.328,16024.746,10508.485,10328.895,18400610,0.0347148,856852.25,549640,1.5978858
Geo18,9/26/22,974756,580172,673688,1138981,0.2879935,2.7776175,10837.353,6633.4526,8045.34,13395.108,23178604,0.035497203,856852.25,630624,1.8061174
Geo18,10/3/22,1972120,1756718,1086775,863968,6.294458,-1.4035208,21926.062,20085.605,12978.521,10160.788,20080202,0.034769557,856852.25,544720,1.5860772
Geo18,10/10/22,1123080,843147,1011937,1229363,-0.87658143,0.9112159,12486.422,9640.203,12084.788,14458.056,14999319,0.035406493,856852.25,652952,1.882777
Geo18,10/17/22,1477628,1400204,204396,612200,4.351892,-1.9126449,16428.293,16009.368,2440.9448,7199.8438,16460177,0.035124816,856852.25,437276,1.4000311
Geo18,10/24/22,2351165,1301226,1033064,1738141,1.7105954,2.3101323,26140.291,14877.693,12337.092,20441.594,22741660,0.03496806,856852.25,744232,2.3354828
Geo18,10/31/22,1369918,1428954,1347386,0,-0.29130787,5.7366333,15230.7705,16338.084,16090.799,0,21329928,0.03472602,856852.25,0,0
Geo18,11/7/22,1975205,1570032,475349,977108,-4.2432475,-2.3008711,21960.361,17951.113,5676.729,11491.384,14289897,0.035488006,856852.25,582409,1.6777008
Geo18,11/14/22,1873522,1273250,0,1446384,-2.0767765,-2.2152205,20829.848,14557.827,0,17010.354,12816208,0.034711756,856852.25,698703,2.0700984
Geo18,11/21/22,2054703,791314,602118,1299568,2.8146923,2.6744773,22844.22,9047.565,7190.634,15283.709,23257922,0.035252143,856852.25,669522,1.9410385
Geo18,11/28/22,1653827,2362870,625416,5268,0.6896523,-6.5561666,18387.275,27016.104,7468.8643,61.95488,8984399,0.034593113,856852.25,5186,1.0158118
Geo18,12/5/22,2646005,1931499,1797500,1501280,-3.1598635,2.0155716,29418.326,22083.98,21466.166,17655.965,20410842,0.034947094,856852.25,708369,2.1193473
Geo18,12/12/22,1795433,1744228,639787,1177585,3.175737,-1.5835193,19961.652,19942.799,7640.486,13849.115,19775088,0.034600534,856852.25,639791,1.8405776
Geo18,12/19/22,2399278,1466619,315934,586245,-1.9395764,4.6365347,26675.21,16768.73,3772.9578,6894.597,23599582,0.035468236,856852.25,425166,1.3788614
Geo18,12/26/22,1536838,1142844,1196167,1650231,1.4260051,0.49336886,17086.59,13066.817,14284.906,19407.719,19339724,0.03515881,856852.25,732080,2.2541676
Geo18,1/2/23,2586718,1044387,1961297,960876,4.2796803,0.0753925,28759.172,11941.1,23422.268,11300.485,22105148,0.034706,856852.25,577756,1.6631173
Geo18,1/9/23,653251,730402,1275110,1697422,-5.2866397,3.0174086,7262.855,8351.122,15227.662,19962.713,18290654,0.0353668,856852.25,738616,2.2981117
Geo18,1/16/23,1675726,818195,1145817,1631142,2.4945188,1.575475,18630.748,9354.912,13683.614,19183.22,23548320,0.03451009,856852.25,729125,2.2371225
Geo18,1/23/23,2542467,1025860,822264,576826,2.1807823,-0.016228255,28267.19,11729.27,9819.669,6783.824,18207284,0.034524076,856852.25,419314,1.3756421
Geo18,1/30/23,1706987,1880928,1377139,749594,-0.7918548,2.5900588,18978.309,21505.771,16446.115,8815.681,21934788,0.03461007,856852.25,499739,1.499971
Geo18,2/6/23,885056,1714956,814159,786552,1.6001526,2.7865624,9840.067,19608.115,9722.877,9250.329,21817716,0.03471731,856852.25,515542,1.5256798
Geo18,2/13/23,1626003,2371701,760256,1240286,-2.1227858,-2.5696387,18077.928,27117.072,9079.155,14586.517,12951746,0.034640178,856852.25,655198,1.8929942
Geo18,2/20/23,1612133,1250045,1903825,992451,4.0966177,6.783244,17923.72,14292.511,22735.924,11671.826,30471768,0.03546888,856852.25,588215,1.6872249
Geo18,2/27/23,1406399,1265710,771735,1493603,2.0292306,2.053204,15636.367,14471.618,9216.24,17565.678,23471624,0.035455756,856852.25,706171,2.1150727
Geo18,3/6/23,1680671,2004341,815916,1465226,1.8024321,-1.3198498,18685.727,22916.826,9743.859,17231.947,18687808,0.035165705,856852.25,702249,2.0864766
Geo18,3/13/23,2405847,1492484,1153600,0,0.38262695,1.1130304,26748.246,17064.46,13776.561,0,17979054,0.03467915,856852.25,0,0
Geo18,3/20/23,1673486,1109485,319927,254020,1.1175811,3.8304396,18605.844,12685.404,3820.643,2987.4294,19336122,0.034904476,856852.25,219575,1.1568712
Geo18,3/27/23,1491729,735641,969886,881365,0.9696243,11.356987,16585.066,8411.022,11582.605,10365.388,29171670,0.035210304,856852.25,550121,1.6021293
Geo18,4/3/23,1812418,1372470,1147927,1042348,3.0022216,4.032969,20150.492,15692.269,13708.8125,12258.6455,25737992,0.034764525,856852.25,602439,1.7302134
Geo18,4/10/23,2282358,1437114,2291384,0,-4.8866315,4.1273537,25375.293,16431.383,27364.244,0,19063918,0.03538678,856852.25,0,0
Geo18,4/17/23,1201585,1115340,129420,598428,-1.2281672,-2.3079154,13359.241,12752.348,1545.564,7037.877,14171575,0.03468265,856852.25,431203,1.3878103
Geo18,4/24/23,1797657,2137836,1665836,645162,-4.2663155,-2.916431,19986.379,24443.154,19893.803,7587.497,12073825,0.035085212,856852.25,453472,1.4227163
Geo18,5/1/23,2592976,909161,1334684,1375530,-0.99286777,-1.1309308,28828.75,10394.98,15939.108,16177.068,16606723,0.03525366,856852.25,685027,2.007994
Geo18,5/8/23,2381930,1675719,1192945,203485,-2.9740372,3.060836,26482.336,19159.496,14246.428,2393.1072,20042732,0.03474774,856852.25,181103,1.1235871
Geo18,5/15/23,2151888,1234588,1372188,704571,-2.1043265,-2.3707404,23924.727,14115.781,16386.99,8286.183,10594464,0.034612857,856852.25,480520,1.4662678
Geo18,5/22/23,1975953,1477183,1569328,1369586,1.5398004,1.220754,21968.678,16889.516,18741.281,16107.163,21201644,0.03496437,856852.25,683301,2.004367
Geo18,5/29/23,1369070,1347681,489630,1441499,-4.90409,3.284551,15221.343,15408.841,5847.276,16952.904,16348154,0.034956325,856852.25,697230,2.0674655
Geo18,6/5/23,1917782,1247816,2347359,711133,-2.1697114,1.1507221,21321.932,14267.025,28032.71,8363.356,17688600,0.03511388,856852.25,483162,1.4718314
Geo18,6/12/23,1989130,1533161,1033866,953270,0.51770043,-4.2122035,22115.18,17529.545,12346.67,11211.034,9103351,0.03485438,856852.25,574924,1.65808
Geo18,6/19/23,3049771,487207,662430,1119108,3.1552663,-4.4797044,33907.402,5570.5283,7910.894,13161.39,13499151,0.034642167,856852.25,624839,1.7910342
Geo18,6/26/23,2477246,473281,871518,0,3.8012347,2.1330655,27542.06,5411.304,10407.872,0,18813658,0.035145603,856852.25,0,0
Geo18,7/3/23,1030529,1390258,1095726,1016356,-1.9679707,-0.32653925,11457.438,15895.649,13085.416,11952.964,15217940,0.03490011,856852.25,594997,1.7081699
Geo18,7/10/23,2466151,1096657,1638946,196421,1.695341,-1.2191148,27418.707,12538.733,19572.676,2310.0303,16438463,0.03523409,856852.25,175129,1.1215789
Geo18,7/17/23,1657528,1011193,248237,803149,-2.7139769,3.2773685,18428.424,11561.573,2964.5044,9445.5205,19163990,0.03524524,856852.25,521354,1.5405061
Geo18,7/24/23,1220660,794130,1199497,869922,1.7966313,1.4876816,13571.317,9079.762,14324.674,10230.812,15048252,0.035112377,856852.25,546139,1.5928582
Geo18,7/31/23,1341875,969180,902552,564463,1.7976859,-2.4544206,14918.988,11081.213,10778.487,6638.4277,17221656,0.03451895,856852.25,413341,1.365611
Geo18,8/7/23,1713587,1968852,2015331,0,1.9077997,3.7540755,19051.688,22511.06,24067.555,0,23152076,0.034562707,856852.25,0,0
Geo18,8/14/23,1702470,1763978,1087168,1529477,-3.1260931,-2.7604911,18928.09,20168.613,12983.215,17987.578,11436706,0.03501381,856852.25,712953,2.1452703
Geo18,8/21/23,2246179,762014,608459,1664426,-3.6103299,0.25772884,24973.055,8712.561,7266.36,19574.66,15759349,0.0353943,856852.25,733965,2.2677186
Geo18,8/28/23,1213198,2661819,1648784,1536495,1.137579,3.2351851,13488.355,30434.164,19690.164,18070.115,24336240,0.035268653,856852.25,713876,2.1523275
Geo18,9/4/23,1554408,2220832,1831999,1013528,-3.1939173,0.70579267,17281.934,25392.098,21878.16,11919.705,19672102,0.03483321,856852.25,594376,1.7051967
Geo18,9/11/23,1559249,1679995,1619002,849038,-3.0193138,3.4849696,17335.756,19208.385,19334.5,9985.202,19077200,0.035343878,856852.25,538260,1.5773753
Geo18,9/18/23,1883052,860337,1248722,1430525,4.925036,0.2621717,20935.803,9836.746,14912.53,16823.844,24191204,0.035345323,856852.25,695976,2.0554228
Geo18,9/25/23,2075071,1142455,951440,825372,-2.5920322,-4.814754,23070.674,13062.37,11362.319,9706.876,12492782,0.03498319,856852.25,529142,1.5598308
Geo18,10/2/23,2056562,1438596,546558,816947,4.5444136,-1.5571401,22864.889,16448.326,6527.1235,9607.793,18169334,0.03501145,856852.25,526214,1.5524995
Geo18,10/9/23,1793242,1424982,815421,1792033,-1.077969,5.72275,19937.293,16292.67,9737.948,21075.396,25179550,0.034652624,856852.25,750639,2.3873434
Geo18,10/16/23,2625426,1591479,1226,947423,0.4371472,-1.6817486,29189.53,18196.328,14.641179,11142.27,16712115,0.034872327,856852.25,572999,1.6534462
Geo18,10/23/23,2008853,0,2226718,1234009,-3.96433,-2.8495495,22334.46,0,26591.986,14512.695,12069644,0.035290934,856852.25,653972,1.8869447
Geo18,10/30/23,2177255,1403672,427308,0,4.085275,-0.21789578,24206.756,16049.02,5103.012,0,20421366,0.034867343,856852.25,0,0
Geo18,11/6/23,821891,1720866,244848,1190315,2.4352589,2.0550568,9137.798,19675.688,2924.032,13998.827,19901586,0.035473112,856852.25,643348,1.8501884
Geo18,11/13/23,2365974,1021836,1374862,882705,-3.2220216,-1.2825706,26304.938,11683.261,16418.924,10381.146,14454449,0.03497967,856852.25,551022,1.6019415
Geo18,11/20/23,1775591,1362248,678154,1204511,-1.5408211,2.2577596,19741.049,15575.395,8098.674,14165.781,22114878,0.034606576,856852.25,646740,1.8624346
Geo18,11/27/23,1550323,866923,1914884,730585,1.8941467,-3.3893113,17236.516,9912.048,22867.992,8592.123,14986164,0.035488483,856852.25,491262,1.4871596
Geo18,12/4/23,1175567,1080134,637219,755216,3.6032386,0.08732574,13069.973,12349.816,7609.8184,8881.799,21472378,0.03489805,856852.25,502394,1.5032345
Geo18,12/11/23,1497886,520810,0,1372533,-2.7315965,2.650073,16653.521,5954.7314,0,16141.821,18779070,0.034524027,856852.25,683749,2.0073638
Geo18,12/18/23,2258385,2031238,712179,916906,-2.7216902,5.6773243,25108.762,23224.355,8505.008,10783.371,25731740,0.034957234,856852.25,562933,1.6288013
Geo18,12/25/23,2076410,1314483,1680877,515478,1.4632751,1.6168588,23085.56,15029.269,20073.426,6062.3345,19206214,0.03488695,856852.25,388556,1.3266505
Geo18,1/1/24,2530296,1230214,0,446961,-1.555119,0.6051338,28131.871,14065.7705,0,5256.5327,16901688,0.034692917,856852.25,347801,1.2851056
Geo18,1/8/24,946695,351198,1537708,1651625,0.52650076,5.295711,10525.37,4015.4563,18363.668,19424.113,21553568,0.034707323,856852.25,732115,2.2559638
Geo18,1/15/24,2415999,2758301,647724,1448241,0.19459519,-4.654639,26861.115,31537.3,7735.2715,17032.193,10977840,0.03496621,856852.25,698540,2.0732398
Geo19,1/25/21,2304498,753260,255735,0,-2.8619604,0.74403,25621.445,8612.471,3054.047,0,17849746,0.03453173,987610,0,0
Geo19,2/1/21,2036626,1433122,1656609,938036,0.9394839,-0.53266835,22643.24,16385.738,19783.611,11031.873,17027388,0.035211585,987610,605984,1.547955
Geo19,2/8/21,2946513,1484241,1975205,1187393,4.5535164,1.8662119,32759.379,16970.213,23588.36,13964.463,25654618,0.035495616,987610,690346,1.7199969
Geo19,2/15/21,2948253,624770,969334,0,1.8117067,-2.4509087,32778.727,7143.368,11576.014,0,18059886,0.035120018,987610,0,0
Geo19,2/22/21,2416414,1969395,1989864,1008498,0.109271556,2.3930342,26865.73,22517.268,23763.422,11860.549,23728090,0.03457192,987610,631449,1.5971171
Geo19,3/1/21,1030811,2631972,1261697,1187997,0.18969038,3.632058,11460.573,30092.906,15067.48,13971.566,25091764,0.034692332,987610,691141,1.7188923
Geo19,3/8/21,3107140,613876,1264778,597556,3.9584384,0.29740015,34545.234,7018.8105,15104.274,7027.6216,24773914,0.03510912,987610,448755,1.3315862
Geo19,3/15/21,145045,818435,2210022,777941,-1.2037435,1.7826588,1612.6127,9357.655,26392.6,9149.059,18286346,0.03519223,987610,538209,1.4454255
Geo19,3/22/21,3156903,736096,2494077,462217,-1.0679984,4.75165,35098.5,8416.225,29784.852,5435.9526,21862610,0.035169974,987610,368939,1.2528276
Geo19,3/29/21,3691388,622710,1530056,1293837,-0.054874275,7.20288,41040.91,7119.815,18272.287,15216.309,29705918,0.035041634,987610,721558,1.7931157
Geo19,4/5/21,2597756,418682,211174,85475,5.026513,-1.0075691,28881.893,4787.041,2521.8894,1005.2379,22041684,0.03544144,987610,81228,1.052285
Geo19,4/12/21,1630584,1547625,956632,2037905,4.083671,2.9554057,18128.86,17694.92,11424.323,23967,26780436,0.034507416,987610,862134,2.3637915
Geo19,4/19/21,2115417,1999684,738455,675648,0.8955779,-5.9202423,23519.24,22863.58,8818.803,7946.031,12501894,0.034652904,987610,488995,1.3817074
Geo19,4/26/21,3405990,1678067,613574,905419,-6.9302235,3.5768552,37867.85,19186.342,7327.4443,10648.277,17150708,0.034744274,987610,593369,1.5258954
Geo19,5/3/21,2902132,2546998,1530891,561787,5.2230625,-0.3652892,32265.951,29121.348,18282.258,6606.9565,23182074,0.034778107,987610,428385,1.3114069
Geo19,5/10/21,507500,1451193,882724,1118729,-3.8778658,-5.7950816,5642.393,16592.355,10541.696,13156.933,8361208.5,0.035298165,987610,670114,1.6694608
Geo19,5/17/21,2086951,1909306,1200260,0,3.2534688,0.20210485,23202.756,21830.234,14333.786,0,21395008,0.03469734,987610,0,0
Geo19,5/24/21,3275205,3033577,1547821,1746029,0.21488754,-0.687975,36413.78,34684.695,18484.44,20534.361,17953458,0.035437457,987610,819451,2.1307302
Geo19,5/31/21,1988167,1080461,313892,1807692,0.73020935,-0.30669132,22104.473,12353.556,3748.5718,21259.557,20591108,0.03454471,987610,828840,2.1809902
Geo19,6/7/21,3318102,1139824,1829630,2408587,1.9107363,2.8955438,36890.71,13032.288,21849.87,28326.445,25388378,0.03470287,987610,901460,2.6718733
Geo19,6/14/21,2713862,2118403,2009451,2164596,-3.1269135,-1.6397762,30172.762,24220.965,23997.334,25456.963,17529950,0.035092328,987610,877518,2.4667256
Geo19,6/21/21,2299094,853506,558898,274250,-2.3014438,-4.4318247,25561.365,9758.644,6674.4907,3225.3467,14549712,0.034702227,987610,239306,1.1460222
Geo19,6/28/21,1722333,1702971,373960,466468,0.11337012,-3.3887367,19148.926,19471.084,4465.918,5485.947,13137166,0.035346262,987610,371153,1.2568078
Geo19,7/5/21,2971324,1996699,894741,2253092,1.1890845,2.110805,33035.227,22829.451,10685.206,26497.73,23030236,0.03459314,987610,886924,2.540344
Geo19,7/12/21,2044012,931552,1604246,295454,3.1380062,4.720913,22725.36,10650.99,19158.281,3474.7185,26333010,0.034721047,987610,255141,1.1580029
Geo19,7/19/21,3011421,600824,1326754,799380,-6.5175676,1.4144967,33481.027,6869.579,15844.406,9401.194,11105174,0.034872986,987610,548508,1.4573716
Geo19,7/26/21,1321248,264395,1464963,657460,-1.093049,-2.789055,14689.656,3022.9858,17494.932,7732.129,14560694,0.035282787,987610,479802,1.3702736
Geo19,8/2/21,1594294,1974877,1317657,1431982,-1.1343466,-4.993862,17725.387,22579.947,15735.769,16840.979,16937964,0.034889143,987610,755517,1.895367
Geo19,8/9/21,4238948,1951119,2069310,23328,1.4243635,8.775901,47128.69,22308.309,24712.184,274.35144,32004458,0.034628905,987610,22728,1.0263991
Geo19,8/16/21,1829694,1500268,1598570,1029304,-1.8255397,-5.853663,20342.568,17153.459,19090.496,12105.24,9914492,0.03534082,987610,639701,1.6090392
Geo19,8/23/21,1657220,739797,0,0,-0.80644065,-2.9169776,18424.998,8458.541,0,0,10860610,0.034718014,987610,0,0
Geo19,8/30/21,2897706,1141646,861753,837509,-3.9820912,2.3555312,32216.742,13053.12,10291.256,9849.614,19923450,0.03546384,987610,564607,1.4833486
Geo19,9/6/21,2084951,1504711,0,0,4.7381477,-2.539605,23180.52,17204.258,0,0,17181052,0.034613617,987610,0,0
Geo19,9/13/21,1595642,654793,2608848,1560579,-2.2611282,-1.0471935,17740.373,7486.639,31155.473,18353.357,17701860,0.034942213,987610,783838,1.9909458
Geo19,9/20/21,1310774,3917488,784574,1092445,-5.7096777,-2.4732084,14573.207,44790.977,9369.566,12847.816,14884508,0.034527395,987610,660723,1.6534084
Geo19,9/27/21,2940948,2047065,1578564,1339680,-2.625525,2.0170293,32697.508,23405.316,18851.58,15755.45,19586838,0.034861542,987610,733304,1.8269094
Geo19,10/4/21,1962688,1432908,490179,1415790,-0.70530355,-0.68292916,21821.197,16383.292,5853.832,16650.55,17818284,0.035379805,987610,751122,1.8849002
Geo19,10/11/21,3706768,1225914,2193031,943977,-1.0347867,-0.5723136,41211.906,14016.606,26189.69,11101.743,21650500,0.034698848,987610,608186,1.5521189
Geo19,10/18/21,2599801,1072691,947701,258449,-1.4615086,-1.4171976,28904.629,12264.716,11317.667,3039.5173,18909150,0.035495147,987610,228151,1.132798
Geo19,10/25/21,1880337,1491760,1130290,1274352,5.4048963,-5.916139,20905.617,17056.182,13498.1875,14987.153,22239494,0.03473985,987610,715440,1.7812144
Geo19,11/1/21,2238743,1052423,849668,1328390,7.4169517,4.9880958,24890.38,12032.98,10146.934,15622.673,30554226,0.034818493,987610,730433,1.8186336
Geo19,11/8/21,1389848,1833212,1506191,1336092,4.8672256,-2.8937054,15452.353,20960.207,17987.285,15713.253,22150340,0.03497351,987610,732114,1.8249781
Geo19,11/15/21,1409715,1444566,326043,0,-1.8136897,-3.3601706,15673.234,16516.586,3893.682,0,13183361,0.035001714,987610,0,0
Geo19,11/22/21,3271100,1264222,1125431,0,0.034508903,-3.4095576,36368.145,14454.6045,13440.16,0,16936632,0.034523945,987610,0,0
Geo19,11/29/21,3451801,1388033,43144,1301209,1.7104497,-3.5129614,38377.18,15870.21,515.2357,15303.008,15567829,0.03527681,987610,723450,1.7986164
Geo19,12/6/21,2602061,2071981,2673759,1493863,-0.5968317,3.1603956,28929.756,23690.195,31930.656,17568.736,25731132,0.034648836,987610,770077,1.9398879
Geo19,12/13/21,1468400,796110,1302871,857745,-2.8919744,2.5768242,16325.695,9102.4,15559.19,10087.603,18876748,0.03451131,987610,573267,1.49624
Geo19,12/20/21,1915346,1295097,2752611,1350316,0.1761889,0.90387064,21294.848,14807.617,32872.324,15880.536,21926286,0.03509526,987610,736567,1.8332561
Geo19,12/27/21,2425122,1679237,1493656,765340,2.0481257,1.0620208,26962.545,19199.719,17837.59,9000.863,21386558,0.035020035,987610,532716,1.4366754
Geo19,1/3/22,2199057,2197068,1750252,982825,3.8694596,-2.02118,24449.15,25120.389,20901.918,11558.619,24435116,0.035040375,987610,622719,1.5782801
Geo19,1/10/22,2787759,1611761,2133598,306992,3.0063891,0.395316,30994.35,18428.225,25479.926,3610.4124,26763812,0.0347583,987610,263427,1.1653779
Geo19,1/17/22,2261339,107705,1598550,783619,-0.22727498,-0.47014946,25141.604,1231.4556,19090.258,9215.835,21796706,0.034991644,987610,541156,1.4480464
Geo19,1/24/22,3291867,2511919,90258,456778,3.7620764,-1.2541089,36599.03,28720.27,1077.8822,5371.987,19363800,0.035192035,987610,366209,1.247315
Geo19,1/31/22,1202692,575525,1530159,839150,-0.24632788,-0.17748247,13371.549,6580.321,18273.518,9868.914,22160730,0.03461652,987610,565264,1.4845276
Geo19,2/7/22,2219608,1716188,1217167,1012874,-1.0274758,-0.13335705,24677.639,19622.201,14535.693,11912.014,19643408,0.03476761,987610,633659,1.5984528
Geo19,2/14/22,1493870,282496,1790146,1083084,3.7251258,-2.697016,16608.871,3229.9453,21378.342,12737.726,19919278,0.035174787,987610,657246,1.6479126
Geo19,2/21/22,2099356,732608,572691,405387,3.3664076,-1.4472325,23340.674,8376.345,6839.21,4767.597,15661535,0.03476304,987610,332593,1.2188681
Geo19,2/28/22,2330458,1015264,1218959,650281,0.91641486,-3.2987015,25910.07,11608.119,14557.094,7647.6997,14536777,0.034805458,987610,476440,1.364875
Geo19,3/7/22,1909372,524704,2009131,1565105,-1.6710045,-3.7469668,21228.43,5999.254,23993.512,18406.586,15599350,0.035085596,987610,785017,1.9937211
Geo19,3/14/22,2011686,890354,1363676,1492409,2.1809735,1.8767813,22365.957,10179.948,16285.338,17551.637,23491720,0.034758665,987610,769915,1.9384075
Geo19,3/21/22,1879996,1945766,2072557,787118,-0.68883395,-0.3322131,20901.826,22247.104,24750.96,9256.985,18636242,0.03525874,987610,542171,1.4517891
Geo19,3/28/22,2425431,244504,298152,867949,5.9023986,-1.6437696,26965.98,2795.56,3560.6008,10207.607,16681314,0.034928672,987610,577443,1.5030904
Geo19,4/4/22,2402995,2045706,1601741,658770,0.8031299,-0.07896421,26716.537,23389.777,19128.365,7747.535,18961318,0.03519462,987610,481749,1.3674549
Geo19,4/11/22,2174979,1562881,978273,1512957,0.9312596,4.6208587,24181.451,17869.352,11682.765,17793.293,27647990,0.034763854,987610,774952,1.9523236
Geo19,4/18/22,2884820,1281923,1609738,2305639,-1.4719436,1.3711479,32073.475,14656.99,19223.867,27115.715,21036590,0.034672163,987610,891821,2.585316
Geo19,4/25/22,2408366,1866983,169099,49549,1.4797705,3.4800017,26776.252,21346.33,2019.4198,582.7263,23864892,0.035224557,987610,48417,1.0233802
Geo19,5/2/22,2011431,1075769,1926156,982192,-1.0135306,2.468081,22363.123,12299.909,23002.605,11551.175,21215086,0.03539799,987610,622675,1.577375
Geo19,5/9/22,1116751,2382801,704451,562609,3.469037,1.0625384,12416.056,27243.986,8412.719,6616.6235,19745996,0.035338502,987610,428117,1.3141477
Geo19,5/16/22,2755579,2059061,811047,1662811,-3.8941646,7.143029,30636.572,23542.473,9685.713,19555.668,26694474,0.034810893,987610,803906,2.0684147
Geo19,5/23/22,2642569,1931651,1390053,1187630,-2.2640054,-2.2207813,29380.125,22085.719,16600.338,13967.25,19913536,0.034586318,987610,690802,1.7192047
Geo19,5/30/22,3012022,1033228,421067,629051,-4.698915,-7.0408916,33487.71,11813.513,5028.4805,7398.022,6913274,0.035458725,987610,465876,1.3502542
Geo19,6/6/22,2312644,1278618,467199,570575,3.9485145,-4.1557155,25712.014,14619.202,5579.4,6710.3086,15000570,0.035240777,987610,433378,1.3165759
Geo19,6/13/22,1681350,1622851,2323214,321247,-2.028009,-0.41323382,18693.277,18555.023,27744.365,3778.0598,15377398,0.035017464,987610,273913,1.1728067
Geo19,6/20/22,1670481,1791339,546946,757895,5.0945516,-0.4453303,18572.436,20481.447,6531.757,8913.306,21856646,0.035097994,987610,529073,1.4324961
Geo19,6/27/22,1511398,979604,965358,358924,-2.2765512,4.6891656,16803.748,11200.397,11528.531,4221.164,16566251,0.03512086,987610,301683,1.1897389
Geo19,7/4/22,2218264,2091164,1176700,304844,0.10488504,0.8940999,24662.695,23909.525,14052.427,3585.1506,18929432,0.035365436,987610,263007,1.1590718
Geo19,7/11/22,2542882,1391448,1072220,1714933,4.2325807,-4.4846907,28271.803,15909.255,12804.702,20168.654,15794127,0.03534964,987610,813067,2.1092148
Geo19,7/18/22,2335855,1617611,652826,724844,0.14311628,-1.4907907,25970.074,18495.111,7796.2007,8524.605,18483680,0.035036,987610,512511,1.4142994
Geo19,7/25/22,3256774,0,1755044,1641627,-4.925605,-3.5536337,36208.867,0,20959.146,19306.531,9750304,0.034980994,987610,800946,2.0496101
Geo19,8/1/22,2887270,848490,1659939,1946470,-1.8223498,-2.908394,32100.715,9701.293,19823.379,22891.67,13778012,0.035404496,987610,849985,2.2900052
Geo19,8/8/22,2402153,1905655,957960,1907391,-1.6419411,0.38790154,26707.176,21788.49,11440.183,22432.076,21258784,0.034684375,987610,844557,2.2584515
Geo19,8/15/22,1586280,572400,1089192,213822,0.8460007,-0.6620002,17636.287,6544.591,13007.386,2514.6765,20459966,0.035335273,987610,192076,1.1132156
Geo19,8/22/22,2331154,1136001,1650778,1026822,5.004815,-0.40278473,25917.809,12988.577,19713.977,12076.051,24744688,0.035354644,987610,638396,1.6084405
Geo19,8/29/22,3483225,1984351,1637166,0,-3.3446124,-2.0512345,38726.55,22688.27,19551.42,0,12842373,0.034582328,987610,0,0
Geo19,9/5/22,2139410,2352924,409152,1405566,-2.916394,0.6183252,23785.994,26902.385,4886.189,16530.31,16882926,0.035336673,987610,749568,1.8751681
Geo19,9/12/22,2506938,1615482,2337793,645418,6.3955336,0.6257844,27872.178,18470.77,27918.47,7590.508,24108782,0.034548733,987610,474009,1.3616155
Geo19,9/19/22,1809388,2177832,10626,2095432,0.82653254,0.02047917,20116.805,24900.453,126.89818,24643.553,23942372,0.035014853,987610,870230,2.407906
Geo19,9/26/22,2155564,851509,2786226,730839,-6.3882065,-4.447795,23965.596,9735.811,33273.76,8595.11,13130133,0.035177674,987610,516044,1.4162339
Geo19,10/3/22,2986037,2064190,1188591,1621978,-1.7721682,-0.9094174,33198.81,23601.115,14194.432,19075.447,18115782,0.03466348,987610,796681,2.035919
Geo19,10/10/22,1304713,1776491,837267,366798,-2.4150167,-5.01976,14505.82,20311.682,9998.838,4313.767,9152921,0.03519186,987610,306781,1.1956347
Geo19,10/17/22,1792622,728178,0,397973,-1.4285489,0.6735189,19930.4,8325.693,0,4680.4043,15494516,0.03497018,987610,327848,1.2138948
Geo19,10/24/22,2841597,518039,1685988,2430542,-0.8612355,-4.2796583,31592.922,5923.049,20134.463,28584.65,15475826,0.03498406,987610,903532,2.6900454
Geo19,10/31/22,2274262,2474196,1362824,971486,2.5137072,0.6613792,25285.281,28288.959,16275.163,11425.266,20534880,0.035490848,987610,617952,1.5721059
Geo19,11/7/22,2739438,2149393,582411,1258578,1.330099,1.5553665,30457.115,24575.293,6955.2886,14801.642,25925788,0.034869693,987610,711511,1.7688806
Geo19,11/14/22,1595268,2536096,185281,1788179,1.5501691,2.5227451,17736.215,28996.7,2212.669,21030.07,22921422,0.03509883,987610,825998,2.164871
Geo19,11/21/22,1975588,1290003,595164,2579565,-4.2591953,2.309155,21964.62,14749.374,7107.588,30337.252,20048362,0.035040695,987610,915218,2.8185253
