,geo,time,Display_impression,Social_impression,TV_impression,competitor_activity_score_control,sentiment_score_control,Display_spend,Social_spend,TV_spend,Display_reach,Social_reach,TV_reach,Display_frequency,Social_frequency,TV_frequency,conversions,revenue_per_conversion,population
3147,New Jersey,2021-08-02,4.10387e+06,3.783958e+06,2.244937e+06,0.99411047,1.663053,47443.867,42096.383,26084.838,814915.2,1.649024e+06,525367.44,5.035947,2.294665,4.27308,1.921844e+08,0.03525892,9.548215e+06
3148,New Jersey,2021-08-09,3.395156e+06,1.713496e+06,492265.0,4.0465245,7.026442,39250.59,19062.574,5719.8276,881102.44,1.4670845e+06,443610.88,3.8533041,1.16796,1.1096784,2.6906144e+08,0.03462252,9.548215e+06
3149,New Jersey,2021-08-16,1.277333e+06,5.712357e+06,1.594254e+06,-0.5061717,2.1558466,14766.943,63549.742,18524.287,887180.6,1.5418944e+06,574818.4,1.4397662,3.7047653,2.773492,2.0583677e+08,0.03533385,9.548215e+06
3150,New Jersey,2021-08-23,4.407242e+06,2.111989e+06,1.050909e+06,-1.331978,-3.4714715,50951.08,23495.793,12210.94,924694.3,1.5777575e+06,530717.56,4.766161,1.338602,1.9801655,1.17448664e+08,0.034818087,9.548215e+06
3151,New Jersey,2021-08-30,2.720674e+06,7.058836e+06,1.419972e+06,-1.0873245,0.67970634,31453.064,78529.266,16499.234,781641.2,1.469452e+06,488867.84,3.4807205,4.80372,2.9046123,1.8714669e+08,0.034843102,9.548215e+06
3152,New Jersey,2021-09-06,2.820532e+06,2.797852e+06,784848.0,-1.1688684,2.2661028,32607.5,31125.992,9119.469,784986.94,1.4792956e+06,529652.25,3.5930943,1.8913411,1.481817,1.5892139e+08,0.03501392,9.548215e+06
3153,New Jersey,2021-09-13,2.338978e+06,2.494087e+06,1.949346e+06,-3.076414,-3.661472,27040.37,27746.62,22650.246,873535.2,1.4581051e+06,396718.25,2.6776006,1.7104988,4.913679,7.339663e+07,0.03455271,9.548215e+06
3154,New Jersey,2021-09-20,2.973745e+06,6.608624e+06,318692.0,1.3235703,0.53461736,34378.758,73520.68,3703.0122,755429.8,1.411895e+06,290803.28,3.9364944,4.680677,1.095901,1.96222e+08,0.035221383,9.548215e+06
3155,New Jersey,2021-09-27,1.00353e+06,4.213308e+06,730455.0,-1.8629503,5.15935,11601.572,46872.883,8487.454,835630.75,1.3961668e+06,516258.16,1.2009256,3.0177686,1.4149034,1.812259e+08,0.034824297,9.548215e+06
3156,New Jersey,2021-10-04,2.55208e+06,1.793682e+06,904504.0,-0.73467964,-0.6072046,29503.99,19954.64,10509.801,890046.75,1.430107e+06,317415.78,2.8673549,1.2542295,2.8495867,1.2093654e+08,0.03455461,9.548215e+06
3157,New Jersey,2021-10-11,2.758329e+06,2.043948e+06,1.111676e+06,4.815907,-3.3290656,31888.387,22738.84,12917.017,915340.1,1.6387712e+06,510155.6,3.0134468,1.2472441,2.179091,1.929379e+08,0.035028774,9.548215e+06
3158,New Jersey,2021-10-18,1.468337e+06,3.89172e+06,779932.0,-2.2754703,4.292265,16975.096,43295.23,9062.348,876568.5,1.4823234e+06,538624.6,1.6750966,2.6254187,1.4480071,1.6427941e+08,0.03529197,9.548215e+06
3159,New Jersey,2021-10-25,2.550691e+06,4.623846e+06,618830.0,0.5970012,4.1492596,29487.932,51440.1,7190.438,741246.7,1.5520236e+06,299752.53,3.441082,2.9792368,2.0644708,2.1854058e+08,0.03499332,9.548215e+06
3160,New Jersey,2021-11-01,4.22707e+06,5.734948e+06,1.813202e+06,0.9901556,2.0869806,48868.152,63801.066,21068.334,890663.25,1.4818789e+06,574574.3,4.7459803,3.8700519,3.155731,1.8297747e+08,0.035439525,9.548215e+06
3161,New Jersey,2021-11-08,3.712721e+06,3.424692e+06,815751.0,1.5945597,1.1337683,42921.887,38099.562,9478.543,811675.94,1.5302338e+06,372924.22,4.574142,2.2380192,2.1874456,1.9464277e+08,0.03481772,9.548215e+06
3162,New Jersey,2021-11-15,2.897512e+06,7.104996e+06,566381.0,-6.243388,-1.7717044,33497.45,79042.8,6581.0117,924290.94,1.4380286e+06,267701.1,3.1348488,4.9407887,2.1157212,5.8231496e+07,0.034716517,9.548215e+06
3163,New Jersey,2021-11-22,1.766522e+06,4.113868e+06,1.795015e+06,0.41454023,0.53797257,20422.342,45766.617,20857.012,862769.6,1.3977461e+06,687799.06,2.0475013,2.9432151,2.6097956,1.614654e+08,0.035314057,9.548215e+06
3164,New Jersey,2021-11-29,3.274547e+06,3.35014e+06,1.098288e+06,2.2836375,-2.4446745,37856.258,37270.176,12761.456,805095.4,1.4485045e+06,520541.53,4.067278,2.3128266,2.1098955,1.6246232e+08,0.035338737,9.548215e+06
3165,New Jersey,2021-12-06,1.81963e+06,3.38946e+06,1.588031e+06,-1.1932089,4.521504,21036.31,37707.605,18451.98,896844.94,1.5438465e+06,368455.2,2.0289235,2.1954646,4.3099713,2.0690334e+08,0.03484588,9.548215e+06
3166,New Jersey,2021-12-13,2.469157e+06,6.302492e+06,2.448702e+06,-5.3789105,-0.8651771,28545.338,70114.97,28452.467,751695.6,1.5939328e+06,593826.44,3.2847834,3.9540513,4.123598,7.6147944e+07,0.034766715,9.548215e+06
3167,New Jersey,2021-12-20,2.630489e+06,3.680948e+06,764761.0,1.6859753,-1.0669744,30410.459,40950.4,8886.07,864067.75,1.3370679e+06,485222.3,3.0443091,2.7529998,1.5761042,2.0001533e+08,0.034868147,9.548215e+06
3168,New Jersey,2021-12-27,923937.0,2.396836e+06,2.154476e+06,0.19852732,-4.076642,10681.416,26664.705,25033.734,822861.4,1.4806728e+06,543274.7,1.1228338,1.6187481,3.9657207,1.22139224e+08,0.034915674,9.548215e+06
3169,New Jersey,2022-01-03,1.012359e+06,5.646868e+06,1.249291e+06,0.69561183,-0.90868646,11703.642,62821.18,14516.021,869841.4,1.6373934e+06,450582.25,1.1638433,3.4486933,2.7726154,1.2750951e+08,0.034958836,9.548215e+06
3170,New Jersey,2022-01-10,2.342797e+06,4.406002e+06,799582.0,2.027146,4.2361674,27084.52,49016.598,9290.669,881646.0,1.5051235e+06,629414.5,2.6572988,2.927336,1.2703586,2.777793e+08,0.035347667,9.548215e+06
3171,New Jersey,2022-01-17,1.343575e+06,4.640937e+06,2.641437e+06,0.6367549,-5.8257117,15532.751,51630.24,30691.934,823170.0,1.5716905e+06,662327.25,1.6321968,2.9528315,3.9881148,1.15332664e+08,0.035400886,9.548215e+06
3172,New Jersey,2022-01-24,3.051074e+06,2.287092e+06,1.783614e+06,2.0349803,-1.8409233,35272.742,25443.807,20724.54,863020.3,1.4601235e+06,434449.97,3.5353436,1.566369,4.1054525,1.3140065e+08,0.03521287,9.548215e+06
3173,New Jersey,2022-01-31,2.669535e+06,4.000287e+06,1.33829e+06,0.70187116,0.5607568,30861.86,44503.035,15550.137,807820.9,1.3861511e+06,574023.9,3.3046126,2.8858953,2.331419,1.5695237e+08,0.035479564,9.548215e+06
3174,New Jersey,2022-02-07,1.36357e+06,2.775168e+06,1.614374e+06,2.340052,-1.8133745,15763.908,30873.633,18758.07,787313.2,1.6339502e+06,653967.25,1.7319278,1.6984407,2.4685855,1.3388271e+08,0.03522228,9.548215e+06
3175,New Jersey,2022-02-14,971511.0,3.940248e+06,2.241814e+06,-2.4330034,-0.07434058,11231.408,43835.1,26048.55,899363.2,1.4020901e+06,496717.5,1.080221,2.8102677,4.513257,1.2306212e+08,0.035116654,9.548215e+06
3176,New Jersey,2022-02-21,1.504426e+06,3.878788e+06,2.319562e+06,1.3441085,2.5415344,17392.31,43151.363,26951.938,840686.44,1.5402649e+06,488673.78,1.7895215,2.51826,4.746647,1.8798675e+08,0.035048082,9.548215e+06
3177,New Jersey,2022-02-28,1.887124e+06,2.805386e+06,2.213914e+06,-2.4711947,0.9191253,21816.592,31209.807,25724.37,876240.9,1.6128371e+06,548669.5,2.1536586,1.7394109,4.0350604,1.2796691e+08,0.035341535,9.548215e+06
3178,New Jersey,2022-03-07,2.362489e+06,2.205566e+06,1.684732e+06,-2.860799,-6.7985325,27312.174,24536.834,19575.588,834282.2,1.3908382e+06,396757.38,2.8317628,1.5857822,4.2462516,6.4038324e+07,0.035299983,9.548215e+06
3179,New Jersey,2022-03-14,4.087533e+06,7.784101e+06,3.084813e+06,1.4360383,-2.723605,47254.996,86597.81,35843.7,883306.4,1.6796988e+06,638233.7,4.627537,4.6342244,4.83336,1.253143e+08,0.034790613,9.548215e+06
3180,New Jersey,2022-03-21,2.535501e+06,2.141606e+06,1.675918e+06,-1.0986874,4.1672873,29312.324,23825.281,19473.174,783338.8,1.6374318e+06,444048.97,3.2367868,1.3079058,3.7741735,1.6814845e+08,0.034885693,9.548215e+06
3181,New Jersey,2022-03-28,3.273057e+06,6.84532e+06,1.210219e+06,-1.0956433,3.876484,37839.035,76153.914,14062.028,906965.5,1.5418089e+06,346655.2,3.6088,4.4397984,3.491132,1.4970573e+08,0.034975797,9.548215e+06
3182,New Jersey,2022-04-04,2.734315e+06,3.119717e+06,1.090118e+06,-2.157145,-0.37101865,31610.766,34706.727,12666.525,841643.4,1.4198926e+06,540172.94,3.248781,2.1971498,2.018091,1.1842253e+08,0.035215203,9.548215e+06
3183,New Jersey,2022-04-11,837877.0,4.447027e+06,1.104884e+06,3.2598844,1.935816,9686.497,49473.0,12838.098,897923.0,1.4934966e+06,545918.56,0.93312824,2.9775941,2.0238993,2.1983011e+08,0.034762304,9.548215e+06
3184,New Jersey,2022-04-18,3.467793e+06,7.845218e+06,810019.0,-0.9877714,-0.9662732,40090.332,87277.734,9411.941,782136.9,1.5676748e+06,359048.75,4.4337416,5.0043654,2.2560148,1.0255578e+08,0.035332035,9.548215e+06
3185,New Jersey,2022-04-25,3.040602e+06,7.478206e+06,1.66464e+06,2.1634467,-7.7885914,35151.676,83194.74,19342.13,785169.8,1.6402194e+06,427570.0,3.8725412,4.5592723,3.8932576,1.0686132e+08,0.035417017,9.548215e+06
3186,New Jersey,2022-05-02,1.127574e+06,5.268298e+06,1.025256e+06,3.3549929,0.8588091,13035.615,58609.605,11912.867,896696.3,1.6773184e+06,567813.44,1.2574759,3.140905,1.8056209,1.4911717e+08,0.03532626,9.548215e+06
3187,New Jersey,2022-05-09,1.243743e+06,6.236926e+06,1.484904e+06,4.560166,-3.4276662,14378.617,69385.555,17253.705,841732.94,1.4429022e+06,333641.44,1.4775982,4.322487,4.450599,1.5730506e+08,0.03495358,9.548215e+06
3188,New Jersey,2022-05-16,2.881791e+06,5.198335e+06,913917.0,-1.5755017,-2.2292852,33315.7,57831.27,10619.174,923714.25,1.6159972e+06,386362.12,3.119786,3.2167969,2.3654416,1.2021297e+08,0.034853842,9.548215e+06
3189,New Jersey,2022-05-23,1.531141e+06,2.757028e+06,1.043093e+06,0.5956361,1.0959271,17701.156,30671.826,12120.123,881989.75,1.4855384e+06,226607.81,1.7360075,1.8559113,4.6030765,1.5614867e+08,0.034533158,9.548215e+06
3190,New Jersey,2022-05-30,2.484888e+06,5.642093e+06,1.482458e+06,5.2998652,5.878582,28727.2,62768.06,17225.283,903496.75,1.3054669e+06,384550.8,2.750301,4.3218966,3.8550377,2.867382e+08,0.035079405,9.548215e+06
3191,New Jersey,2022-06-06,2.041696e+06,3.80014e+06,2.419236e+06,-4.270919,1.0111818,23603.562,42276.406,28110.09,946220.44,1.6324976e+06,552705.8,2.1577377,2.3278074,4.3770776,7.397173e+07,0.035353467,9.548215e+06
3192,New Jersey,2022-06-13,1.949337e+06,4.757185e+06,1.762711e+06,0.37908578,-0.5328011,22535.822,52923.492,20481.658,900987.1,1.4875726e+06,379024.56,2.1635566,3.1979516,4.650651,1.5306603e+08,0.03546365,9.548215e+06
3193,New Jersey,2022-06-20,2.971188e+06,5.693964e+06,1.272106e+06,3.5908594,1.2748238,34349.2,63345.12,14781.118,795334.4,1.4995315e+06,338461.84,3.735772,3.797162,3.7584913,1.9131149e+08,0.035436805,9.548215e+06
3194,New Jersey,2022-06-27,3.219206e+06,2.778956e+06,635349.0,2.7274387,-0.9466274,37216.477,30915.775,7382.379,827729.06,1.4875461e+06,383626.56,3.8892019,1.8681477,1.656165,1.20781544e+08,0.034818016,9.548215e+06
3195,New Jersey,2022-07-04,3.77742e+06,3.452168e+06,846613.0,2.4442644,-0.7705314,43669.855,38405.23,9837.142,789737.7,1.5273316e+06,383989.84,4.7831326,2.2602613,2.2047806,1.9473912e+08,0.035401337,9.548215e+06
3196,New Jersey,2022-07-11,3.513764e+06,1.879241e+06,748897.0,0.7105115,-0.39584976,40621.79,20906.48,8701.739,807161.44,1.5566324e+06,491112.66,4.353236,1.2072476,1.5248995,1.4533806e+08,0.035087932,9.548215e+06
3197,New Jersey,2022-07-18,1.865934e+06,8.739646e+06,1.680512e+06,-4.181347,-0.10580514,21571.62,97228.21,19526.555,916835.1,1.79372e+06,540745.2,2.0351903,4.872358,3.1077704,1.21524136e+08,0.03487861,9.548215e+06
3198,New Jersey,2022-07-25,3.906424e+06,5.139328e+06,2.115518e+06,-3.2361832,2.03375,45161.24,57174.82,24581.066,826282.2,1.4609532e+06,645013.75,4.7277117,3.5177913,3.2798028,1.2102214e+08,0.034825943,9.548215e+06
3199,New Jersey,2022-08-01,3.915036e+06,3.684908e+06,1.108806e+06,4.2202716,2.3124363,45260.8,40994.453,12883.669,856190.06,1.5082465e+06,545727.06,4.572624,2.4431732,2.0317953,2.1502074e+08,0.035133757,9.548215e+06
3200,New Jersey,2022-08-08,4.159731e+06,2.107592e+06,1.001425e+06,-1.1234771,-0.426454,48089.66,23446.877,11635.966,882506.0,1.5575882e+06,282054.06,4.713544,1.3531128,3.5504718,1.2280511e+08,0.034999605,9.548215e+06
3201,New Jersey,2022-08-15,3.362838e+06,7.448016e+06,2.531274e+06,2.9983346,-1.331408,38876.973,82858.88,29411.904,800896.75,1.4916309e+06,634110.7,4.19884,4.9932036,3.991848,1.9476832e+08,0.034833264,9.548215e+06
3202,New Jersey,2022-08-22,3.547314e+06,7.384536e+06,2.465896e+06,-6.541629,1.1742213,41009.652,82152.67,28652.25,876198.7,1.5195326e+06,608619.3,4.0485272,4.859741,4.051624,1.0841919e+08,0.034643896,9.548215e+06
3203,New Jersey,2022-08-29,3.354402e+06,3.789858e+06,1.34753e+06,0.2533253,-4.552322,38779.445,42162.02,15657.5,872411.1,1.5560372e+06,408589.38,3.8449786,2.435583,3.2980068,1.1051792e+08,0.03466914,9.548215e+06
3204,New Jersey,2022-09-05,2.505892e+06,4.53402e+06,1.561266e+06,-0.008992319,3.8016078,28970.021,50440.793,18140.986,738139.44,1.500182e+06,338200.03,3.3948758,3.0223134,4.616399,1.7919e+08,0.0346022,9.548215e+06
3205,New Jersey,2022-09-12,2.561244e+06,2.566961e+06,2.166447e+06,1.2369864,-3.0443177,29609.934,28557.338,25172.83,873926.1,1.6212068e+06,611973.1,2.9307332,1.5833645,3.5401013,1.7749398e+08,0.035074178,9.548215e+06
3206,New Jersey,2022-09-19,2.082513e+06,4.883324e+06,1.966003e+06,-1.2980583,-0.021785611,24075.438,54326.785,22843.791,850746.0,1.6635638e+06,454499.03,2.4478674,2.9354599,4.325649,1.5781259e+08,0.03516699,9.548215e+06
3207,New Jersey,2022-09-26,1.80139e+06,4.725231e+06,2.07944e+06,-2.7229247,4.0952754,20825.441,52568.008,24161.861,927166.5,1.3517515e+06,632569.3,1.9428982,3.495636,3.2872925,1.4501075e+08,0.035329938,9.548215e+06
3208,New Jersey,2022-10-03,959827.0,3.900411e+06,1.091323e+06,-1.5915422,-4.985074,11096.332,43391.918,12680.526,757785.5,1.5585854e+06,451161.22,1.2666208,2.502533,2.4189198,5.2042428e+07,0.035143577,9.548215e+06
3209,New Jersey,2022-10-10,3.417311e+06,5.172596e+06,132792.0,2.6247463,-3.6363688,39506.72,57544.926,1542.9644,833333.3,1.4335609e+06,116598.414,4.100773,3.6082146,1.1388791,1.5934072e+08,0.034726363,9.548215e+06
3210,New Jersey,2022-10-17,2.210137e+06,3.191225e+06,1.786703e+06,-1.7008722,0.80332446,25550.87,35502.25,20760.43,764667.0,1.500907e+06,806333.3,2.8903263,2.1261978,2.2158363,1.0071657e+08,0.034688927,9.548215e+06
3211,New Jersey,2022-10-24,2.804541e+06,2.534762e+06,793565.0,-0.21545205,1.0231153,32422.633,28199.127,9220.755,692264.25,1.4808275e+06,683174.1,4.0512576,1.7117202,1.1615849,1.5141669e+08,0.03497012,9.548215e+06
3212,New Jersey,2022-10-31,3.555829e+06,6.874328e+06,1.208093e+06,-0.5782026,-3.7820113,41108.094,76476.625,14037.325,883897.4,1.7528164e+06,292212.06,4.022898,3.9218757,4.134302,9.940115e+07,0.035483096,9.548215e+06
3213,New Jersey,2022-11-07,3.100603e+06,7.47948e+06,1.262102e+06,-0.963048,-2.9241645,35845.336,83208.914,14664.878,753345.25,1.486252e+06,700124.5,4.11578,5.0324435,1.8026816,1.1300544e+08,0.035403896,9.548215e+06
3214,New Jersey,2022-11-14,1.923725e+06,5.85662e+06,2.019215e+06,-3.4257064,-4.0447454,22239.727,65154.664,23462.082,865738.06,1.5544409e+06,548040.1,2.222064,3.76767,3.6844294,6.6661292e+07,0.03544663,9.548215e+06
3215,New Jersey,2022-11-21,3.879228e+06,5.044074e+06,1.986574e+06,-0.027279984,2.8208494,44846.832,56115.12,23082.812,825537.06,1.5558106e+06,678574.3,4.699035,3.2420878,2.927571,1.460845e+08,0.03548617,9.548215e+06
3216,New Jersey,2022-11-28,1.614378e+06,7.44357e+06,610557.0,3.6614385,5.172291,18663.44,82809.42,7094.3105,814751.0,1.5505948e+06,563803.56,1.9814368,4.8004613,1.0829244,2.4154728e+08,0.035093304,9.548215e+06
3217,New Jersey,2022-12-05,1.659671e+06,4.336116e+06,2.36193e+06,2.617339,1.9381138,19187.062,48239.117,27444.229,839090.44,1.5293242e+06,501625.38,1.9779403,2.835315,4.7085543,2.2100811e+08,0.034786183,9.548215e+06
3218,New Jersey,2022-12-12,1.70787e+06,6.155598e+06,1.041935e+06,0.29676178,2.4642951,19744.28,68480.78,12106.668,926074.0,1.4960594e+06,456907.72,1.844205,4.114541,2.280405,2.2035373e+08,0.035115134,9.548215e+06
3219,New Jersey,2022-12-19,2.441867e+06,2.54074e+06,3.067678e+06,0.2665754,0.393993,28229.844,28265.63,35644.6,750757.5,1.4006661e+06,649266.0,3.2525373,1.8139513,4.72484,1.540322e+08,0.035079643,9.548215e+06
3220,New Jersey,2022-12-26,1.941588e+06,7.084546e+06,2.366918e+06,0.27016616,-0.59689456,22446.238,78815.29,27502.186,863892.3,1.5063615e+06,619586.1,2.2474883,4.703085,3.820159,1.33388504e+08,0.03526431,9.548215e+06
3221,New Jersey,2023-01-02,4.129868e+06,4.579764e+06,1.456317e+06,-0.67262024,-3.3643649,47744.42,50949.69,16921.541,867043.94,1.5315685e+06,519099.12,4.7631583,2.9902442,2.8054702,1.210485e+08,0.03538929,9.548215e+06
3222,New Jersey,2023-01-09,3.834235e+06,7.770977e+06,703912.0,1.1962118,-5.4799337,44326.68,86451.81,8179.0405,797943.5,1.6809002e+06,362925.4,4.805146,4.623104,1.939549,9.0337496e+07,0.03535214,9.548215e+06
3223,New Jersey,2023-01-16,4.151069e+06,6.000234e+06,2.865895e+06,3.3179061,-0.6198702,47989.523,66752.37,33300.004,865155.75,1.6161094e+06,612921.75,4.79806,3.7127647,4.675792,1.6257531e+08,0.03531736,9.548215e+06
3224,New Mexico,2021-01-25,8750.0,75198.0,80882.0,3.817247,3.6880174,101.15667,836.57477,939.8009,6033.795,17788.729,20861.525,1.4501048,4.227287,3.8770947,5.5834532e+07,0.035238933,2.125498e+06
3225,New Mexico,2021-02-01,12624.0,57904.0,50208.0,-0.5118869,1.5964851,145.94307,644.1797,583.3872,10787.533,27458.23,18887.314,1.1702436,2.1088085,2.6582673,3.5981828e+07,0.0346979,2.125498e+06
3226,New Mexico,2021-02-08,195947.0,317920.0,175414.0,0.8370315,0.09336581,2265.2966,3536.8474,2038.2068,38882.28,73216.79,69504.91,5.0394964,4.34217,2.5237615,4.0862104e+07,0.03534556,2.125498e+06
3227,New Mexico,2021-02-15,145485.0,326503.0,87642.0,1.9181846,-2.6647673,1681.9175,3632.3328,1018.34814,41649.145,80341.32,62934.65,3.4931204,4.0639467,1.3925949,2.9644254e+07,0.03468418,2.125498e+06
3228,New Mexico,2021-02-22,137980.0,415540.0,30118.0,-4.8096437,-0.6974717,1595.1539,4622.8657,349.9533,59146.87,110872.05,17801.367,2.3328347,3.7479193,1.6919134,1.2449196e+07,0.035121713,2.125498e+06
3229,New Mexico,2021-03-01,225904.0,506225.0,114786.0,-1.3315343,-0.50592434,2611.6226,5631.733,1333.7454,88759.914,119044.76,61715.324,2.5451171,4.2523913,1.859932,1.307286e+07,0.0347551,2.125498e+06
3230,New Mexico,2021-03-08,419607.0,397138.0,274778.0,0.35000348,-4.7150483,4850.9766,4418.1445,3192.7576,89778.664,189281.03,55799.25,4.6737924,2.0981395,4.9244094,1.6967304e+07,0.034706704,2.125498e+06
3231,New Mexico,2021-03-15,378835.0,651069.0,162775.0,-3.5445864,-1.3751236,4379.6216,7243.1167,1891.3491,107877.67,204709.38,44422.457,3.5117097,3.180454,3.6642592,1.3141884e+07,0.03544186,2.125498e+06
3232,New Mexico,2021-03-22,229526.0,852157.0,52791.0,2.4660063,4.7085238,2653.4956,9480.213,613.40015,128113.58,227159.16,45524.848,1.7915856,3.7513666,1.159604,5.1101696e+07,0.03528099,2.125498e+06
3233,New Mexico,2021-03-29,525963.0,562577.0,563894.0,4.1335545,3.0752184,6080.533,6258.6465,6552.1143,156937.61,237720.48,122389.1,3.3514154,2.366547,4.607388,4.7865456e+07,0.034694318,2.125498e+06
3234,New Mexico,2021-04-05,205859.0,468815.0,256093.0,3.543676,-1.5668952,2379.887,5215.5483,2975.649,158050.56,286022.62,148772.02,1.3024863,1.6390822,1.7213792,4.062017e+07,0.035046037,2.125498e+06
3235,New Mexico,2021-04-12,692688.0,830940.0,127757.0,8.080225,-3.3081079,8008.0015,9244.175,1484.4607,149977.06,251329.58,105874.914,4.618624,3.3061788,1.2066829,3.93285e+07,0.034701254,2.125498e+06
3236,New Mexico,2021-04-19,649113.0,933022.0,453811.0,2.1344378,-1.2791042,7504.241,10379.833,5273.015,153075.02,256151.92,122212.38,4.2404895,3.6424553,3.7133012,2.639835e+07,0.034910947,2.125498e+06
3237,New Mexico,2021-04-26,237920.0,1.243962e+06,285017.0,-2.2564752,-0.3285626,2750.5366,13839.027,3311.7288,164414.8,292833.3,133368.81,1.4470748,4.248019,2.137057,3.1851282e+07,0.035429683,2.125498e+06
3238,New Mexico,2021-05-03,446289.0,748206.0,477483.0,-0.052641265,-0.2006275,5159.441,8323.762,5548.07,169216.11,279555.97,122193.24,2.6373932,2.6764104,3.9076023,2.836843e+07,0.03475422,2.125498e+06
3239,New Mexico,2021-05-10,787484.0,394651.0,297979.0,1.757103,-3.9977794,9103.915,4390.4766,3462.3396,151631.66,258342.22,128968.75,5.193398,1.5276273,2.3104773,2.7828622e+07,0.034813844,2.125498e+06
3240,New Mexico,2021-05-17,495182.0,753605.0,120628.0,-1.0838689,5.64435,5724.6816,8383.825,1401.6259,168478.36,283471.28,41461.17,2.939141,2.6584885,2.9094098,3.7363616e+07,0.035375904,2.125498e+06
3241,New Mexico,2021-05-24,742771.0,959049.0,218117.0,3.7567024,-0.15042645,8586.999,10669.382,2534.3904,151886.69,249212.39,84674.016,4.890295,3.84832,2.5759597,3.6148884e+07,0.035041347,2.125498e+06
3242,New Mexico,2021-05-31,766886.0,874697.0,558084.0,1.4409344,-2.2104673,8865.787,9730.97,6484.6055,154228.73,275070.9,120197.46,4.972391,3.179896,4.64306,3.4690292e+07,0.035453834,2.125498e+06
3243,New Mexico,2021-06-07,537698.0,363607.0,273838.0,-1.321915,-0.77302104,6216.1987,4045.1133,3181.8354,160906.33,297405.9,97044.484,3.341682,1.2225945,2.8217783,2.7755532e+07,0.03505099,2.125498e+06
3244,New Mexico,2021-06-14,668343.0,1.115475e+06,529179.0,-1.7440186,-1.8659968,7726.5547,12409.615,6148.7466,163458.33,301448.28,124154.984,4.0887647,3.7003865,4.262244,2.2667588e+07,0.034999304,2.125498e+06
3245,New Mexico,2021-06-21,215860.0,468395.0,223567.0,2.3056,5.356086,2495.506,5210.8755,2597.716,148538.48,239039.25,84399.09,1.4532272,1.9594911,2.6489265,4.873969e+07,0.034726124,2.125498e+06
3246,New Mexico,2021-06-28,646703.0,1.108261e+06,211876.0,-0.8318156,-4.478114,7476.38,12329.359,2461.8735,161327.64,256745.0,152721.3,4.0086293,4.3165827,1.387335,2.1014694e+07,0.0354212,2.125498e+06
3247,New Mexico,2021-07-05,287830.0,535568.0,391594.0,-2.6807418,5.2988796,3327.5342,5958.173,4550.0903,160800.12,261690.62,105958.98,1.7899865,2.046569,3.6957123,3.8026656e+07,0.03471948,2.125498e+06
3248,New Mexico,2021-07-12,589568.0,717152.0,176389.0,-3.6309464,-0.7341617,6815.8555,7978.2876,2049.5356,152039.7,277408.7,100495.57,3.8777266,2.5851839,1.7551875,2.0285424e+07,0.03466425,2.125498e+06
3249,New Mexico,2021-07-19,703150.0,1.214247e+06,505647.0,2.5871534,4.813074,8128.95,13508.449,5875.319,164701.84,280214.3,108978.84,4.269229,4.333281,4.639864,5.2009796e+07,0.035179585,2.125498e+06
3250,New Mexico,2021-07-26,467621.0,766396.0,466824.0,1.2809857,-2.433115,5406.055,8526.125,5424.2183,162227.1,242974.53,103320.77,2.8825097,3.1542234,4.5182023,2.5152826e+07,0.035224218,2.125498e+06
3251,New Mexico,2021-08-02,391305.0,1.364334e+06,229170.0,2.4574718,2.8888311,4523.784,15178.161,2662.8196,158548.9,298221.66,117599.164,2.468037,4.5748997,1.9487394,4.9381172e+07,0.034978475,2.125498e+06
3252,New Mexico,2021-08-09,613101.0,1.237804e+06,406163.0,-1.1991552,0.65760034,7087.915,13770.5205,4719.3735,171426.2,265318.38,99298.63,3.576471,4.665354,4.0903177,3.039592e+07,0.034549545,2.125498e+06
3253,New Mexico,2021-08-16,590566.0,539112.0,107284.0,-1.1923294,-4.3362584,6827.393,5997.5996,1246.5765,172608.77,278847.56,128668.34,3.4214163,1.9333588,0.8338021,2.2947888e+07,0.03500009,2.125498e+06
3254,New Mexico,2021-08-23,489635.0,893658.0,314429.0,2.7902026,3.4606225,5660.5537,9941.909,3653.4788,179907.39,285333.3,118796.734,2.7215965,3.1319778,2.6467814,4.867663e+07,0.034711238,2.125498e+06
3255,New Mexico,2021-08-30,615155.0,986491.0,414928.0,3.5533152,2.2911367,7111.6606,10974.673,4821.218,152075.16,265746.53,109429.03,4.0450745,3.712151,3.791751,5.7143524e+07,0.034643464,2.125498e+06
3256,New Mexico,2021-09-06,563789.0,623578.0,423556.0,-2.6333575,1.2004272,6517.8306,6937.2803,4921.4697,152726.1,267526.72,118558.28,3.6915061,2.3309004,3.5725527,2.6950516e+07,0.035387367,2.125498e+06
3257,New Mexico,2021-09-13,718479.0,399130.0,272111.0,1.3305097,0.026038729,8306.165,4440.305,3161.7686,169953.92,263694.5,88802.1,4.227492,1.5136082,3.0642414,3.1786498e+07,0.034530055,2.125498e+06
3258,New Mexico,2021-09-20,475090.0,370631.0,279991.0,-3.8573432,-2.9219546,5492.4023,4123.255,3253.3296,146975.5,255337.5,65093.91,3.2324426,1.4515334,4.3013325,1.4275255e+07,0.03540686,2.125498e+06
3259,New Mexico,2021-09-27,524429.0,518095.0,245943.0,6.4128647,1.1867522,6062.799,5763.786,2857.712,162579.3,252493.1,115560.125,3.2256804,2.0519161,2.1282725,4.8668636e+07,0.035432532,2.125498e+06
